Game Name,Franchise,Platform,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
F1 2001,F1,PC,2001,1,2000,Racing,Tier 3,8,79,12,7.1,EASports,,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2002,F1,PC,2002,2,2000,Racing,Tier 2,11,88,39,7.4,EASports,,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2010,F1,PC,2010,10,2000,Racing,Tier 2,15,84,118,6.9,CodemastersBirmingham,0.05,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2010,F1,PlayStation,2010,10,2000,Racing,Tier 2,46,84,93,8.1,CodemastersBirmingham,1.34,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2011,F1,PC,2011,11,2000,Racing,Tier 2,10,83,92,7.1,Codemasters,0.19,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2011,F1,PlayStation,2011,11,2000,Racing,Tier 2,36,82,58,7.2,Codemasters,1.2,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2012,F1,PC,2012,12,2000,Racing,Tier 2,15,80,128,7.2,Codemasters,0.15,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2013,F1,PC,2013,13,2000,Racing,Tier 3,18,77,160,6.8,Codemasters,,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2013,F1,PlayStation,2013,13,2000,Racing,Tier 3,22,77,47,6.4,CodemastersBirmingham,0.54,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 2015,F1,PlayStation,2015,15,2000,Racing,Tier 4,46,65,56,6.4,Codemasters,0.66,"Racing,Simulation,Automobile"
F1 2016,F1,PC,2016,16,2000,Racing,Tier 2,12,86,69,7.7,Codemasters,0.03,"Racing,Simulation,Automobile"
F1 2016,F1,Xbox,2016,16,2000,Racing,Tier 2,14,85,41,7.9,Codemasters,0.12,"Racing,Simulation,Automobile"
F1 2016,F1,PlayStation,2016,16,2000,Racing,Tier 2,49,82,126,7.9,Codemasters,0.39,"Racing,Simulation,Automobile"
F1 2017,F1,PC,2017,17,2000,Racing,Tier 2,13,89,96,7.4,Codemasters,0.28,"Racing,Simulation,Automobile"
F1 2017,F1,PlayStation,2017,17,2000,Racing,Tier 2,41,86,87,7.5,Codemasters,0.41,"Racing,Simulation,Automobile"
F1 2017,F1,Xbox,2017,17,2000,Racing,Tier 2,17,84,33,7.4,Codemasters,,"Racing,Simulation,Automobile"
F1 2018,F1,PC,2018,18,2000,Racing,Tier 2,9,83,63,7.6,Codemasters,0.28,"Racing,Simulation,Automobile"
F1 2018,F1,PlayStation,2018,18,2000,Racing,Tier 2,41,84,93,7.8,Codemasters,0.32,"Racing,Simulation,Automobile"
F1 2018,F1,Xbox,2018,18,2000,Racing,Tier 2,18,84,39,8.0,Codemasters,,"Racing,Simulation,Automobile"
F1 2019,F1,Xbox,2019,19,2000,Racing,Tier 2,15,89,48,6.8,Codemasters,,"Racing,Simulation,Automobile"
F1 2019,F1,PlayStation,2019,19,2000,Racing,Tier 2,43,84,96,7.6,Codemasters,,"Racing,Simulation,Automobile"
F1 2019,F1,PC,2019,19,2000,Racing,Tier 2,9,87,52,7.2,Codemasters,,"Racing,Simulation,Automobile"
F1 2020,F1,PlayStation,2020,20,2000,Racing,Tier 2,44,86,149,7.4,Codemasters,,"Racing,Simulation,Automobile"
F1 2020,F1,PC,2020,20,2000,Racing,Tier 2,21,88,54,6.5,Codemasters,,"Racing,Simulation,Automobile"
F1 2020,F1,Xbox,2020,20,2000,Racing,Tier 1,20,91,84,7.1,Codemasters,,"Racing,Simulation,Automobile"
F1 Challenge '99-'02,F1,PC,2003,3,2000,Racing,Tier 1,8,91,77,7.5,ElectronicArts,,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 Championship Season 2000,F1,PC,2000,0,2000,Racing,Tier 3,8,70,8,7.8,ImageSpaceIncorporated,,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
F1 World Grand Prix,F1,PC,2000,0,2000,Racing,Tier 3,10,71,11,6.9,VideoSystem,,"Driving,Racing,Simulation,Formula One,Formula One,Automobile"
FAR: Lone Sails,FAR: Lone Sails,PC,2018,0,2018,Action,Tier 2,24,80,125,7.8,Okomotive,,"Action,Platformer,2D"
FAR: Lone Sails,FAR: Lone Sails,PlayStation,2019,1,2018,Action,Tier 2,8,83,9,5.4,Okomotive,,"Action,Platformer,2D"
FATE,FATE,PC,2005,0,2005,Role-Play,Tier 2,9,80,57,7.7,WildTangent,,"Role-Playing,Action RPG,Third-Person,Action RPG"
2002 FIFA World Cup,FIFA,PC,2002,2,2000,Sports,Tier 2,9,80,63,7.4,EASports,,"Sports,Traditional,Team,Soccer,Sim,Sim"
2010 FIFA World Cup South Africa,FIFA,PlayStation,2010,10,2000,Sports,Tier 2,56,82,65,7.8,EACanada,1.23,"Sports,Traditional,Team,Soccer,Sim,Sim"
2014 FIFA World Cup Brazil,FIFA,PlayStation,2014,14,2000,Sports,Tier 3,33,73,93,4.5,EACanada,0.61,"Sports,Traditional,Team,Soccer,Sim"
FIFA 07 Soccer,FIFA,PC,2006,6,2000,Sports,Tier 3,16,78,63,8.0,EASports,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA 14,FIFA,PlayStation,2013,13,2000,Sports,Tier 2,37,86,593,4.3,EACanada,6.47,"Ice Hockey,Sim,Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA 14,FIFA,PlayStation,2013,13,2000,Sports,Tier 2,26,87,709,6.2,EACanada,3.01,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA 14,FIFA,Xbox,2013,13,2000,Simulation,Tier 2,22,88,352,5.8,EACanada,1.16,"Sim,Sports,Traditional,Team,Soccer,Sim"
FIFA 15,FIFA,Xbox,2014,14,2000,Sports,Tier 2,33,82,364,5.4,EASports,2.18,"Sports,Traditional,Team,Soccer,Sim"
FIFA 15,FIFA,PC,2014,14,2000,Sports,Tier 2,9,82,432,4.4,EASports,0.28,"Sports,Traditional,Team,Soccer,Sim"
FIFA 15,FIFA,PlayStation,2014,14,2000,Sports,Tier 2,47,82,1076,5.6,EASports,6.08,"Sports,Traditional,Team,Soccer,Sim"
FIFA 16,FIFA,Xbox,2015,15,2000,Sports,Tier 2,45,84,480,4.4,EASports,3.25,"Sports,Team,Soccer,Sim"
FIFA 16,FIFA,PlayStation,2015,15,2000,Sports,Tier 2,42,82,1002,4.4,EASports,8.57,"Sports,Team,Soccer,Sim"
FIFA 16,FIFA,PC,2015,15,2000,Sports,Tier 2,10,81,349,4.5,EASports,0.2,"Sports,Team,Soccer,Sim"
FIFA 17,FIFA,PlayStation,2016,16,2000,Sports,Tier 2,42,85,880,4.9,"EASports,EAVancouver",7.59,"Sports,Team,Soccer,Sim"
FIFA 17,FIFA,Xbox,2016,16,2000,Sports,Tier 2,51,84,280,5.2,"EASports,EAVancouver",2.65,"Sports,Team,Soccer,Sim"
FIFA 17,FIFA,PC,2016,16,2000,Sports,Tier 2,12,84,345,4.2,"EASports,EAVancouver",0.12,"Sports,Team,Soccer,Sim"
FIFA 18,FIFA,PlayStation,2017,17,2000,Sports,Tier 2,68,84,1037,3.4,EAVancouver,,"Sports,Team,Soccer,Sim"
FIFA 18,FIFA,Xbox,2017,17,2000,Sports,Tier 2,21,83,217,3.2,EAVancouver,,"Sports,Team,Soccer,Sim"
FIFA 18,FIFA,PC,2017,17,2000,Sports,Tier 2,8,81,352,2.7,EAVancouver,,"Sports,Team,Soccer,Sim"
FIFA 18,FIFA,Switch,2017,17,2000,Sports,Tier 4,27,68,233,5.9,EAVancouver,,"Sports,Team,Soccer,Sim"
FIFA 19,FIFA,PlayStation,2018,18,2000,Sports,Tier 2,67,83,1163,2.0,EASports,,"Sports,Team,Soccer,Sim"
FIFA 19,FIFA,Xbox,2018,18,2000,Sports,Tier 2,25,83,238,2.3,EASports,,"Sports,Team,Soccer,Sim"
FIFA 19,FIFA,Switch,2018,18,2000,Sports,Tier 3,24,71,122,3.2,EASports,,"Sports,Team,Soccer,Sim"
FIFA 20,FIFA,Xbox,2019,19,2000,Sports,Tier 3,18,79,336,1.3,ElectronicArts,,"Sports,Team,Soccer,Sim"
FIFA 20,FIFA,PlayStation,2019,19,2000,Sports,Tier 3,62,79,3420,1.2,ElectronicArts,,"Sports,Team,Soccer,Sim"
FIFA 2001 Major League Soccer,FIFA,PC,2000,0,2000,Sports,Tier 2,14,85,27,7.0,EASports,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA 21,FIFA,Xbox,2020,20,2000,Sports,Tier 3,18,77,229,1.1,ElectronicArts,,"Sports,Team,Soccer,Sim"
FIFA 21,FIFA,PlayStation,2020,20,2000,Sports,Tier 3,57,72,1153,0.8,ElectronicArts,,"Sports,Team,Soccer,Sim"
FIFA 21,FIFA,PC,2020,20,2000,Sports,Tier 3,7,75,296,1.3,ElectronicArts,,"Sports,Team,Soccer,Sim"
FIFA Manager 09,FIFA,PC,2008,8,2000,Sports,Tier 4,13,69,22,7.1,BrightFutureGmbH,,"Sports,Traditional,Team,Soccer,Management,Management"
FIFA Manager 10,FIFA,PC,2009,9,2000,Sports,Tier 3,22,75,26,5.4,BrightFutureGmbH,,"Sports,Traditional,Team,Soccer,Management,Management"
FIFA Manager 11,FIFA,PC,2010,10,2000,Sports,Tier 3,9,75,27,5.2,ElectronicArts,,"Sports,Traditional,Team,Soccer,Management,Management"
FIFA Manager 12,FIFA,PC,2011,11,2000,Sports,Tier 3,11,72,28,4.2,BrightFutureGmbH,0.05,"Sports,Traditional,Team,Soccer,Management,Management"
FIFA Manager 13,FIFA,PC,2012,12,2000,Sports,Tier 4,12,68,66,4.9,EASports,,"Sports,Traditional,Team,Soccer,Management,Management"
FIFA Soccer 06,FIFA,PC,2005,5,2000,Sports,Tier 3,14,78,58,6.8,EACanada,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 08,FIFA,PlayStation,2007,7,2000,Sports,Tier 2,28,81,50,7.1,EACanada,1.75,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 08,FIFA,PC,2007,7,2000,Sports,Tier 3,7,77,71,6.6,EACanada,0.02,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 09,FIFA,PlayStation,2008,8,2000,Sports,Tier 2,42,87,113,7.5,EACanada,2.58,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 09,FIFA,PC,2008,8,2000,Sports,Tier 3,15,77,50,6.8,EACanada,0.02,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 10,FIFA,PlayStation,2009,9,2000,Sports,Tier 1,56,91,225,7.6,EASports,3.62,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 10,FIFA,PC,2009,9,2000,Sports,Tier 3,14,72,77,4.7,EASports,0.05,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 11,FIFA,PlayStation,2010,10,2000,Sports,Tier 2,51,89,247,8.1,EASports,5.07,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 11,FIFA,PC,2010,10,2000,Sports,Tier 2,16,83,122,7.7,EASports,0.18,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 12,FIFA,PlayStation,2011,11,2000,Sports,Tier 1,44,90,355,7.2,ElectronicArts,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 12,FIFA,PC,2011,11,2000,Sports,Tier 2,14,89,319,7.1,ElectronicArts,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 13,FIFA,PlayStation,2012,12,2000,Sports,Tier 2,37,88,382,6.7,ElectronicArts,8.16,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 13,FIFA,PC,2012,12,2000,Sports,Tier 2,7,86,319,6.6,ElectronicArts,0.4,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 2002,FIFA,PC,2001,1,2000,Sports,Tier 3,9,77,42,7.5,EASports,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 2003,FIFA,PC,2002,2,2000,Sports,Tier 2,13,83,40,6.9,EACanada,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 2004,FIFA,PC,2003,3,2000,Sports,Tier 3,13,77,55,6.9,EACanada,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Soccer 2005,FIFA,PC,2004,4,2000,Sports,Tier 3,17,77,52,6.7,EACanada,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FIFA Street,FIFA,PlayStation,2012,12,2000,Sports,Tier 3,36,76,80,6.7,EASports,1.23,"Sports,Traditional,Team,Soccer,Sim,Arcade,Arcade"
FIFA World Cup: Germany 2006,FIFA,PC,2006,6,2000,Sports,Tier 3,12,77,54,7.6,EACanada,,"Sports,Traditional,Team,Soccer,Sim,Sim"
FLY'N,FLY'N,PC,2012,0,2012,General,Tier 2,7,80,64,7.7,Ankama,,"Miscellaneous,Puzzle,General,Puzzle,General"
FORM,FORM,PlayStation,2020,0,2020,Adventure,Tier 3,7,77,4,5.3,CharmGames,,"Adventure,General"
FRACT OSC,FRACT OSC,PC,2014,0,2014,General,Tier 3,25,75,29,6.1,PhosfiendSystems,,"Miscellaneous,Puzzle,General,Puzzle,Puzzle,General"
FRAMED Collection,FRAMED Collect,Switch,2018,0,2018,General,Tier 3,9,79,7,7.7,LoveshackEntertainment,,"Miscellaneous,Compilation"
FRU,FRU,Xbox,2016,0,2016,General,Tier 2,24,84,37,6.8,ThroughGames,,"Miscellaneous,Puzzle,Action"
FTL: Faster Than Light,FTL,PC,2012,0,2012,Simulation,Tier 2,42,84,1454,8.4,SubsetGames,,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat"
Fable III,Fable,PC,2011,6,2005,Role-Play,Tier 3,39,75,617,5.5,LionheadStudios,0.32,"Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style"
Fable: The Lost Chapters,Fable,PC,2005,0,2005,Role-Play,Tier 2,54,83,642,8.6,LionheadStudios,0.07,"Role-Playing,Action RPG,Action RPG"
Fae Tactics,Fae Tactics,PC,2020,0,2020,Strategy,Tier 3,13,77,14,4.4,HumbleBundle,0.17,"Strategy,Turn-Based,Tactics"
Faeria,Faeria,PC,2017,0,2017,General,Tier 2,9,81,38,7.8,AbrakamSA,,"Miscellaneous,Board / Card Game"
Faeria,Faeria,Switch,2020,3,2017,General,Tier 2,11,80,16,7.3,AbrakamSA,,"Miscellaneous,Board / Card Game"
Falcon 4.0,Falcon,PC,1998,0,1998,Simulation,Tier 2,10,85,28,7.8,"Atari,MicroProse",,"Simulation,Flight,Modern Jet,Modern Jet,Combat"
Falcon 4.0: Allied Force,Falcon,PC,2005,7,1998,Simulation,Tier 1,7,90,40,7.8,LeadPursuit,0.02,"Simulation,Flight,Modern Jet,Modern Jet,Combat"
Fall Guys: Ultimate Knockout,Fall Guys,PlayStation,2020,0,2020,General,Tier 2,52,81,780,7.1,Mediatonic,,"Miscellaneous,Party / Minigame"
Fall Guys: Ultimate Knockout,Fall Guys,PC,2020,0,2020,General,Tier 2,25,80,309,7.5,Mediatonic,,"Miscellaneous,Party / Minigame"
Fallen Enchantress: Legendary Heroes,Fallen Enchantress,PC,2013,0,2013,Strategy,Tier 2,18,80,159,7.7,Stardock,,"Strategy,Turn-Based,Fantasy,General,4X"
Fallout 4 VR,Fallout,PC,2017,20,1997,Role-Play,Tier 3,27,78,69,5.1,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout,Fallout,PC,1997,0,1997,Role-Play,Tier 2,12,89,1254,8.8,BlackIsleStudios,,"Role-Playing,First-Person,First-Person,PC-style RPG,PC-style RPG,Western-Style"
Fallout 2,Fallout,PC,1998,1,1997,Role-Play,Tier 2,15,86,1437,9.1,BlackIsleStudios,,"Role-Playing,First-Person,First-Person,PC-style RPG,Western-Style"
Fallout 3,Fallout,PC,2008,11,1997,Role-Play,Tier 1,48,91,4462,7.8,BethesdaGameStudios,0.98,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout 3,Fallout,PlayStation,2008,11,1997,Role-Play,Tier 1,57,90,1067,7.9,BethesdaGameStudios,3.94,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout 3 - Operation: Anchorage,Fallout,PC,2009,12,1997,Role-Play,Tier 4,16,65,123,5.5,BethesdaGameStudios,,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout 3: Broken Steel,Fallout,PC,2009,12,1997,Role-Play,Tier 2,18,81,133,7.2,BethesdaGameStudios,0.01,"Role-Playing,First-Person,First-Person,General,Western-Style"
Fallout 3: Broken Steel,Fallout,PlayStation,2009,12,1997,Role-Play,Tier 2,7,81,29,7.8,BethesdaGameStudios,0.02,"Role-Playing,First-Person,First-Person,General,Western-Style"
Fallout 3: Mothership Zeta,Fallout,PC,2009,12,1997,Role-Play,Tier 4,24,68,112,5.6,BethesdaSoftworks,,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout 3: Point Lookout,Fallout,PC,2009,12,1997,Role-Play,Tier 3,23,79,126,7.6,BethesdaGameStudios,,"Role-Playing,First-Person,First-Person,General,Western-Style"
Fallout 3: The Pitt,Fallout,PC,2009,12,1997,Role-Play,Tier 3,15,78,119,6.8,BethesdaGameStudios,,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout 4,Fallout,PC,2015,18,1997,General,Tier 2,38,84,8756,5.5,BethesdaGameStudios,1.29,"General,Role-Playing,Western-Style"
Fallout 4,Fallout,Xbox,2015,18,1997,General,Tier 2,39,88,2042,6.5,BethesdaGameStudios,4.22,"General,Role-Playing,Western-Style"
Fallout 4,Fallout,PlayStation,2015,18,1997,General,Tier 2,58,87,5440,6.7,BethesdaGameStudios,7.16,"General,Role-Playing,Western-Style"
Fallout 4: Automatron,Fallout,Xbox,2016,19,1997,Role-Play,Tier 3,11,74,60,6.0,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout 4: Automatron,Fallout,PlayStation,2016,19,1997,Role-Play,Tier 4,18,69,113,6.4,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout 4: Automatron,Fallout,PC,2016,19,1997,Role-Play,Tier 4,17,67,158,4.9,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout 4: Far Harbor,Fallout,PC,2016,19,1997,Role-Play,Tier 3,15,79,249,6.7,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout 4: Far Harbor,Fallout,Xbox,2016,19,1997,Role-Play,Tier 3,14,78,93,6.5,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout 4: Far Harbor,Fallout,PlayStation,2016,19,1997,Role-Play,Tier 3,18,75,195,6.5,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout 4: Nuka-World,Fallout,PC,2016,19,1997,Role-Play,Tier 3,12,74,132,5.3,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout 76: Wastelanders,Fallout,PC,2020,23,1997,Role-Play,Tier 4,10,69,72,6.1,BethesdaGameStudios,,"Role-Playing,Western-Style"
Fallout Tactics: Brotherhood of Steel,Fallout,PC,2001,4,1997,Role-Play,Tier 2,25,82,224,7.6,14DegreesEast,,"Role-Playing,Action RPG,Action RPG"
Fallout: New Vegas,Fallout,PC,2010,13,1997,Role-Play,Tier 2,39,84,4330,8.8,ObsidianEntertainment,1.17,"Role-Playing,Action RPG,First-Person,First-Person,Western-Style"
Fallout: New Vegas,Fallout,PlayStation,2010,13,1997,Role-Play,Tier 2,57,82,668,8.0,ObsidianEntertainment,3.11,"Role-Playing,Action RPG,First-Person,First-Person,Western-Style"
Fallout: New Vegas - Dead Money,Fallout,PC,2011,14,1997,Role-Play,Tier 3,11,70,219,6.4,ObsidianEntertainment,,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout: New Vegas - Dead Money,Fallout,PlayStation,2011,14,1997,Role-Play,Tier 4,7,68,31,6.7,ObsidianEntertainment,,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout: New Vegas - Honest Hearts,Fallout,PC,2011,14,1997,Role-Play,Tier 4,12,66,169,6.8,ObsidianEntertainment,,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout: New Vegas - Old World Blues,Fallout,PC,2011,14,1997,Role-Play,Tier 2,17,82,241,7.7,ObsidianEntertainment,,"Role-Playing,First-Person,First-Person,Western-Style"
Fallout: New Vegas - Old World Blues,Fallout,PlayStation,2011,14,1997,Role-Play,Tier 2,10,81,35,7.6,ObsidianEntertainment,,"Role-Playing,First-Person,First-Person,Western-Style"
Fantasia: Music Evolved,Fantasia,Xbox,2014,0,2014,General,Tier 3,48,77,69,7.5,HarmonixMusicSystems,0.15,"Music,Action,Miscellaneous,Rhythm,Music"
Fantasy General II: Invasion,Fantasy General,PC,2019,0,2019,Strategy,Tier 2,9,80,31,7.2,OwnedbyGravity,,"Strategy,General"
Fantasy Strike,Fantasy Strike,Switch,2019,0,2019,Action,Tier 3,11,76,37,7.8,SirlinGames,,"Action,Fighting,2D"
Far Cry,Far Cry,PC,2004,0,2004,Action,Tier 2,72,89,1003,8.0,Crytek,0.05,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Far Cry 2,Far Cry,PC,2008,4,2004,Action,Tier 2,34,85,1645,5.9,UbisoftMontreal,0.48,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Far Cry 2,Far Cry,PlayStation,2008,4,2004,Action,Tier 2,49,85,285,6.6,UbisoftMontreal,1.38,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Far Cry 3,Far Cry,PlayStation,2012,8,2004,Action,Tier 1,32,90,1235,8.5,UbisoftMontreal,3.35,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Far Cry 3,Far Cry,PC,2012,8,2004,Action,Tier 2,43,88,4103,8.3,UbisoftMontreal,0.96,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Far Cry 3: Blood Dragon,Far Cry,PlayStation,2013,9,2004,Action,Tier 2,24,82,240,8.2,UbisoftMontreal,,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Far Cry 3: Blood Dragon,Far Cry,PC,2013,9,2004,Action,Tier 2,31,81,931,8.1,UbisoftMontreal,,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Far Cry 4,Far Cry,PC,2014,10,2004,Action,Tier 2,17,80,1508,6.9,UbisoftMontreal,0.63,"Action,Shooter,First-Person,Modern,Arcade"
Far Cry 4,Far Cry,PlayStation,2014,10,2004,Action,Tier 2,83,85,2197,7.7,UbisoftMontreal,4.04,"Action,Shooter,First-Person,Modern,Arcade"
Far Cry 4,Far Cry,Xbox,2014,10,2004,Action,Tier 2,15,82,462,7.6,UbisoftMontreal,1.63,"Action,Shooter,First-Person,Modern,Arcade"
Far Cry 4: Valley of the Yetis,Far Cry,Xbox,2015,11,2004,Action,Tier 3,7,76,25,7.4,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry 4: Valley of the Yetis,Far Cry,PlayStation,2015,11,2004,Action,Tier 3,15,74,47,7.1,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry 5,Far Cry,Xbox,2018,14,2004,Action,Tier 2,32,82,426,6.8,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry 5,Far Cry,PlayStation,2018,14,2004,Action,Tier 2,83,81,1749,6.7,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry 5,Far Cry,PC,2018,14,2004,Action,Tier 3,31,78,1427,6.2,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry 5: Hours of Darkness,Far Cry,PC,2018,14,2004,Action,Tier 3,7,72,51,4.3,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry New Dawn,Far Cry,Xbox,2019,15,2004,Action,Tier 3,26,75,185,4.0,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry New Dawn,Far Cry,PC,2019,15,2004,Action,Tier 3,24,73,656,3.8,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry New Dawn,Far Cry,PlayStation,2019,15,2004,Action,Tier 3,70,71,577,4.2,UbisoftMontreal,,"Action,Shooter,First-Person,Arcade"
Far Cry Primal,Far Cry,Xbox,2016,12,2004,Action,Tier 3,27,77,256,6.6,UbisoftMontreal,0.16,"Action,Shooter,First-Person,Arcade"
Far Cry Primal,Far Cry,PlayStation,2016,12,2004,Action,Tier 3,91,76,955,6.6,UbisoftMontreal,2.26,"Action,Shooter,First-Person,Arcade"
Far Cry Primal,Far Cry,PC,2016,12,2004,Action,Tier 3,18,74,688,5.6,UbisoftMontreal,0.88,"Action,Shooter,First-Person,Arcade"
Fast RMX,Fast RMX,Switch,2017,0,2017,Racing,Tier 2,54,81,406,7.9,Shin'en,,"Racing,Arcade,Futuristic"
Fat Princess,Fat Princess,PlayStation,2009,0,2009,Action,Tier 3,53,79,210,8.3,TitanStudios,,"Action,Strategy,General,Real-Time,General"
Fat Princess,Fat Princess,PlayStation,2009,0,2009,Action,Tier 3,53,79,210,8.3,TitanStudios,,"Action,Strategy,General,Real-Time,General"
Fate of the Dragon,Fate of the Dragon,PC,2001,0,2001,Strategy,Tier 3,14,71,15,6.9,Object,,"Strategy,Real-Time,Fantasy,General,Fantasy"
Fate/Extella Link,Fate/Extella L,PlayStation,2019,0,2019,Action,Tier 3,18,75,44,6.7,"MarvelousInc.,MarvelousFirstStudio",,"Action,Beat-''Em-Up,3D"
Fell Seal: Arbiter's Mark,Fell Seal,PlayStation,2019,1,2018,Strategy,Tier 2,7,86,31,6.3,1CEntertainment,,"Strategy,Turn-Based,General,Tactics"
Fell Seal: Arbiter's Mark,Fell Seal,PC,2018,0,2018,General,Tier 2,14,82,41,7.3,6EyesStudio,,"General,Strategy,Turn-Based,Tactics"
Fenix Rage,Fenix Rage,PC,2014,0,2014,Action,Tier 3,20,75,16,6.9,GreenLavaStudios,,"Action,Platformer,2D"
Feudal Alloy,Feudal Alloy,PC,2019,0,2019,Action,Tier 3,7,76,14,7.4,LukasNavratil,,"Action,Platformer,2D"
Fez,Fez,PC,2013,0,2013,Action,Tier 1,11,91,1158,6.7,PolytronCorp.,,"Action,Platformer,Platformer,2D,2D"
Fez,Fez,PlayStation,2014,1,2013,Action,Tier 1,17,90,549,6.4,"PolytronCorp.,BlitWorks",,"Action,Platformer,Platformer,2D,2D"
Field of Glory: Empires,Field of Glory,PC,2019,0,2019,Strategy,Tier 3,11,76,14,7.4,AGEOD,,"Strategy,Turn-Based,4X"
Fight Night Champion,Fight Night ,PlayStation,2011,5,2006,Sports,Tier 2,52,84,112,7.3,EACanada,1.11,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts"
Fight Night Round 3,Fight Night ,PlayStation,2006,0,2006,Sports,Tier 2,37,83,29,7.9,EAChicago,1.67,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts"
Fight Night Round 4,Fight Night ,PlayStation,2009,3,2006,Sports,Tier 2,46,88,99,7.6,EACanada,1.52,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts"
Fight'N Rage,Fight'N Rage,Switch,2019,0,2019,Action,Tier 3,9,79,12,8.3,sebagamesdev,,"Action,Beat-''Em-Up,2D"
Figment,Figment,PC,2017,0,2017,Action,Tier 3,8,77,34,7.0,BedtimeDigitalGames,,"Action,General"
Figment,Figment,Switch,2018,1,2017,Action,Tier 3,13,75,15,7.6,BedtimeDigitalGames,,"Action,General"
